batch,dense_seconds,dense_output_tokens_per_second,dense_tpot_ms,dense_ttft_ms,dense_preemptions,v64_seconds,v64_output_tokens_per_second,v64_tpot_ms,v64_ttft_ms,v64_preemptions,v96_seconds,v96_output_tokens_per_second,v96_tpot_ms,v96_ttft_ms,v96_preemptions,v64_e2e_speedup,v64_tpot_speedup,v96_e2e_speedup,v96_tpot_speedup
1,1.0258967010304332,124.76889717203885,6.122153017699249,247.73955531418324,0,0.9727446441538632,131.58643511354424,6.209837804423777,183.2820358686149,0,1.0590536338277161,120.86262292247862,6.748500166416872,200.39240596815944,0,1.0546413256510951,0.9858796977495833,0.9686919229223128,0.907187207042749
2,1.3187394719570875,194.12477251483253,6.446735354096401,499.6488995384425,0,1.2066818866878748,212.15202020034795,6.590937825257149,368.89726808294654,0,1.3382409983314574,191.29588790000108,7.33246648772143,406.3064793590456,0,1.0928642308345164,0.9781210997609249,0.9854274929562876,0.8792042029638693
4,1.8916782359592617,270.659137620393,8.897109612580536,754.0291236946359,0,1.633760075084865,313.3875088564668,8.404042062122286,557.8961612191051,0,1.80519277183339,283.62621875557505,9.302158770334767,614.0468283556402,0,1.1578678318852902,1.0586702858949917,1.0479092679049646,0.9564564347099771
8,2.966737679671496,345.1602772353592,12.392182349993693,1378.4036884899251,0,2.421105254907161,422.94732867335256,10.918713568922454,1019.1865942324512,0,2.6677487306296825,383.8442459902511,12.038746254709293,1122.888735262677,0,1.2253650161051168,1.1349489362249707,1.1120753786175512,1.0293582145355162
16,5.227542822714895,391.77106136767765,21.672483196978888,2444.9458935123403,0,4.083403811324388,501.54236382900456,17.70999489350274,1805.284546513576,0,4.498458937276155,455.2670211190317,19.504124913767978,1989.6629955328535,0,1.280192472813367,1.223743051723288,1.1620741448581957,1.111174343519522
32,9.761539234779775,419.60595572942015,40.94195556902514,4491.12849352241,0,7.437400894239545,550.7300276326984,31.955393955114253,3313.1588345422642,0,8.186884256079793,500.3124353392689,35.10561460417358,3656.221826095134,0,1.31249335266307,1.2812220567999804,1.192338737112425,1.1662509268291716
64,18.829711741767824,435.0571114601086,79.33913290072792,8558.694833605841,0,14.075282264966518,582.0131948891675,59.769021358164984,6312.952704844065,0,15.546869534999132,526.9227982879871,66.03390201975502,6973.871334535943,0,1.3377857287192823,1.327429010846427,1.211157763907284,1.2014909080640492
128,37.08726076595485,441.7689433413235,154.6084317018053,16887.181972531835,0,27.125497404951602,604.0073571889301,112.60176613522643,12353.106294598547,0,30.017492449376732,545.8150785789634,124.78371717657492,13652.207111797907,0,1.367247214393377,1.3730551216766171,1.2355216155546969,1.2390112684576224
256,75.38260811101645,434.6891255306842,307.14826028737104,34647.12718921146,0,53.091441518161446,617.1992898100302,212.56683553904114,24683.787322403077,0,58.76395936310291,557.6206973653069,235.30841314301844,27342.297824989146,0,1.419863653263769,1.4449491121626947,1.2828034211450388,1.3053008015514047
