batch,dense_seconds,dense_output_tokens_per_second,dense_ttft_ms,dense_tpot_ms,dense_seconds_min,dense_seconds_max,dense_preemptions_total,c1_seconds,c1_output_tokens_per_second,c1_ttft_ms,c1_tpot_ms,c1_seconds_min,c1_seconds_max,c1_preemptions_total,e2e_speedup,tpot_speedup
1,3.120252912864089,41.02231568225937,687.0079729706049,19.153973685328182,3.1186223048716784,3.1237265137024224,0,3.5153159741312265,36.412089536740396,655.2358088083565,22.51717936262254,3.5141478991135955,3.581890108063817,0,0.8876166284412674,0.8506382338954442
2,3.9439833401702344,64.9089962912851,1393.818762153387,20.074195100185204,3.9439001749269664,3.944069177377969,0,4.341384160798043,58.96736858986962,1327.021845150739,23.728649733280104,4.3411906929686666,4.3425784250721335,0,0.9084621848911069,0.8459897771608376
4,5.487119989003986,93.30942298073155,2101.72705585137,26.45649963909188,5.485028082039207,5.490548523142934,0,5.818095629103482,88.00130362912147,2004.4070630101487,29.789861587726868,5.8144458387978375,5.820148665923625,0,0.9431127191440654,0.8881041478216098
8,8.448476388119161,121.20528636855995,3851.6045130672865,35.85234883710683,8.442286556120962,8.450193234253675,0,8.653012434020638,118.34028990574286,3673.385505157057,38.805371348830455,8.648816387634724,8.656987131107599,0,0.976362446320161,0.9239017071843425
16,14.596840785816312,140.30433229017837,6845.512428408256,60.33069301968602,14.592569302767515,14.633060617838055,0,14.45664277067408,141.6649793791997,6521.629250695696,61.674847359233716,14.454161745030433,14.45910875312984,0,1.0096978266231098,0.9782057938186942
32,26.891587449237704,152.31529219804796,12571.982400026172,111.17796471853939,26.89089144114405,26.896610961295664,0,26.12414762796834,156.78980452609483,11969.721517249127,109.62738847272016,26.064777100924402,26.126778497826308,0,1.0293766454009678,1.0141440589566273
64,51.77026059711352,158.23756545773983,23884.690015525848,215.50483298538379,51.724101992789656,51.82591496920213,0,49.214797822292894,166.45400087957404,22690.675085286784,204.53128019736448,49.04741637734696,49.27166512794793,0,1.0519246829794568,1.0536521982233245
128,102.88096046401188,159.25201248224332,47492.9106123127,425.03724244759394,102.62664976529777,102.89694989891723,0,94.64605145528913,173.10811965293465,44212.25363605845,386.0056791618979,94.44440070306882,94.87585747381672,0,1.0870074227302862,1.1011165518871173
256,215.3111608219333,152.18904526319378,99258.41203698837,846.518338486773,215.19340935582295,215.56954814773053,3,187.6782005499117,174.5967294229549,89042.1583844618,717.8793426657477,187.67173459520563,187.95147540885955,3,1.1472358547292913,1.1791930595792628
