experiment,prefill,batch,unit,dense,als_full,basis_joint,als_speedup,joint_speedup,routing_speedup
A,4096,1,seconds,1.1808948119996785,1.1846141790010734,1.4461962410023261,0.9968602714138276,0.8165522620783655,0.8191240893974693
A,4096,8,seconds,3.6362825849992078,3.1398217330006446,3.9526247290014,1.1581175283872274,0.9199665625524451,0.7943637325251204
A,16384,1,seconds,2.212005023000529,2.229064986000594,2.370102674998634,0.9923465833848684,0.9332950198040698,0.940493004591828
A,16384,8,seconds,12.051913124998464,10.145740343999933,11.19438432899915,1.1878791213226563,1.0766034799946862,0.9063241037488149
B,4096,1,ms_per_step,6.706783771514893,7.331831932067871,9.299495697021484,0.9147487058699272,0.7211986531337387,0.7884117774704889
B,4096,8,ms_per_step,7.989855766296387,8.415911674499512,13.863656044006348,0.9493749548852695,0.576316646989423,0.6070485049387784
B,16384,1,ms_per_step,6.866352081298828,8.91972827911377,9.741479873657227,0.7697938621490209,0.7048571849813827,0.9156440699769215
B,16384,8,ms_per_step,10.251440048217773,10.510992050170898,15.280112266540527,0.9753066122860492,0.6709008330171606,0.6878870957765957
