figure,context_tokens,batch,plotted_method,newly_rerun,repeat_index,input_metric,source_file,metric_field,value
3,65536,1,shadowkv,False,2,tail,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t65536_c2_n128/result.json,measurement.steady_tail_wall_mean_ms,31.604357458114087
3,65536,1,shadowkv,False,0,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t65536_c0_n128/result.json,build_profile.construction_including_preparation_seconds,14.643233073409647
3,65536,1,shadowkv,False,1,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t65536_c1_n128/result.json,build_profile.construction_including_preparation_seconds,14.698843052610755
3,65536,1,shadowkv,False,2,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t65536_c2_n128/result.json,build_profile.construction_including_preparation_seconds,14.736115803476423
3,130048,1,dense,False,0,request,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c0_n128/result.json,measurement.request_seconds,43.41812606807798
3,130048,1,dense,False,1,request,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c1_n128/result.json,measurement.request_seconds,43.43230511294678
3,130048,1,dense,False,2,request,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c2_n128/result.json,measurement.request_seconds,43.392340091988444
3,130048,1,dense,False,0,tail,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c0_n128/result.json,measurement.steady_tail_wall_mean_ms,47.17232006274768
3,130048,1,dense,False,1,tail,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c1_n128/result.json,measurement.steady_tail_wall_mean_ms,47.17920572908075
3,130048,1,dense,False,2,tail,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c2_n128/result.json,measurement.steady_tail_wall_mean_ms,47.1926515854828
3,130048,1,dense,False,0,build,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c0_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,dense,False,1,build,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c1_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,dense,False,2,build,results/system_benchmarks/tp1_offline/formal/request_dense_t130048_c2_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,basis,False,0,request,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c0_n128/result.json,measurement.request_seconds,42.92235627118498
3,130048,1,basis,False,1,request,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c1_n128/result.json,measurement.request_seconds,42.8976560048759
3,130048,1,basis,False,2,request,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c2_n128/result.json,measurement.request_seconds,42.84726604539901
3,130048,1,basis,False,0,tail,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c0_n128/result.json,measurement.steady_tail_wall_mean_ms,37.52226667763951
3,130048,1,basis,False,1,tail,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c1_n128/result.json,measurement.steady_tail_wall_mean_ms,37.503883934806325
3,130048,1,basis,False,2,tail,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c2_n128/result.json,measurement.steady_tail_wall_mean_ms,37.575810715589704
3,130048,1,basis,False,0,build,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c0_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,basis,False,1,build,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c1_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,basis,False,2,build,results/system_benchmarks/tp1_offline/formal/request_basis_t130048_c2_n128/result.json,build_profile.prompt_specific_fit_seconds,0.0
3,130048,1,shadowkv,False,0,request,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c0_n128/result.json,measurement.request_seconds,58.6414474141784
3,130048,1,shadowkv,False,1,request,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c1_n128/result.json,measurement.request_seconds,58.80481089837849
3,130048,1,shadowkv,False,2,request,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c2_n128/result.json,measurement.request_seconds,59.00791193591431
3,130048,1,shadowkv,False,0,tail,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c0_n128/result.json,measurement.steady_tail_wall_mean_ms,32.58135472214571
3,130048,1,shadowkv,False,1,tail,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c1_n128/result.json,measurement.steady_tail_wall_mean_ms,32.593705200565026
3,130048,1,shadowkv,False,2,tail,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c2_n128/result.json,measurement.steady_tail_wall_mean_ms,32.99509789291266
3,130048,1,shadowkv,False,0,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c0_n128/result.json,build_profile.construction_including_preparation_seconds,20.1917838123627
3,130048,1,shadowkv,False,1,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c1_n128/result.json,build_profile.construction_including_preparation_seconds,20.34509773598984
3,130048,1,shadowkv,False,2,build,results/system_benchmarks/tp1_offline/formal/request_shadowkv_t130048_c2_n128/result.json,build_profile.construction_including_preparation_seconds,20.69609201233834
