context_tokens,context_label,dense_attention_ms,basis_attention_ms,attention_speedup,dense_full_model_ms,basis_full_model_ms,full_model_speedup,repeats,origin
16384,16K,3.8086180044338107,4.394830995704979,0.8666130752595338,27.084735870361328,27.61888027191162,0.9806601717270371,3,new_same_version_sweep
24576,24K,5.266927003394812,5.167076013050973,1.019324467085763,28.632831573486328,28.33123207092285,1.0106454778178537,3,new_same_version_sweep
32768,32K,6.7036259872838855,5.845434997230768,1.1468138796273808,30.105520248413086,29.000096321105957,1.038117939853276,3,new_same_version_sweep
49152,48K,9.610909007489681,7.314571002032608,1.3139402167015612,33.02110481262207,30.431504249572754,1.0850960419771452,3,new_same_version_sweep
65536,64K,12.583613007329404,8.69974298402667,1.4464350303720221,36.00846481323242,31.928512573242188,1.1277839746098743,3,new_same_version_sweep
98304,96K,18.3338690251112,11.768535991199315,1.5578716875932177,41.776737213134766,34.97920036315918,1.1943308245872566,3,new_same_version_sweep
130048,128K,23.849198013544083,14.67408100143075,1.625260076676607,47.313472747802734,37.86568069458008,1.249508047390654,3,new_same_version_sweep
