layer,group,document,query_position,page,token_start,token_end_inclusive,pinned,teacher_mass_mean,teacher_non_sink_mass_mean,teacher_mass_h0,teacher_mass_h1,teacher_mass_h2,teacher_mass_h3,exact.group_score,exact.rank_min,exact.rank_max,exact.owner,exact.selected,exact.cutoff,exact.score_minus_cutoff,exact.global_owner_head,exact.rank_min_minus_63,q32.group_score,q32.rank_min,q32.rank_max,q32.owner,q32.selected,q32.cutoff,q32.score_minus_cutoff,q32.global_owner_head,q32.rank_min_minus_63,q32.status,uniform8.group_score,uniform8.rank_min,uniform8.rank_max,uniform8.owner,uniform8.selected,uniform8.cutoff,uniform8.score_minus_cutoff,uniform8.global_owner_head,uniform8.rank_min_minus_63,uniform8.status,qgram8.group_score,qgram8.rank_min,qgram8.rank_max,qgram8.owner,qgram8.selected,qgram8.cutoff,qgram8.score_minus_cutoff,qgram8.global_owner_head,qgram8.rank_min_minus_63,qgram8.status
0,3,72,30463,895,28640,28671,False,0.04553522542119026,0.04553522542119026,0.00010709003981901333,0.17892944812774658,0.0030698622576892376,3.44994077750016e-05,0.17892944812774658,2,2,1,True,0.002558913314715028,0.17637053481303155,13,-61,0.002429837128147483,54,54,1,True,0.002081225160509348,0.00034861196763813496,13,-9,intersection,0.002050811192020774,103,103,1,False,0.004073120653629303,-0.002022309461608529,13,40,missed,0.000863201858010143,91,91,1,False,0.0013738530687987804,-0.0005106512107886374,13,28,missed
0,3,74,29695,734,23488,23519,False,0.024413183331489563,0.024413544684648514,0.00016323677846230567,0.0959353819489479,0.0004159089585300535,0.0011382104130461812,0.09593681246042252,6,6,1,True,0.006363167427480221,0.0895736450329423,13,-57,0.011972303502261639,26,26,1,True,0.0054766093380749226,0.006495694164186716,13,-37,intersection,0.017056770622730255,21,21,1,True,0.00600994098931551,0.011046829633414745,13,-42,intersection,0.003932461608201265,86,86,1,False,0.005427295342087746,-0.0014948337338864803,13,23,missed
0,3,74,29695,653,20896,20927,False,0.02204754576086998,0.022047871723771095,5.105938544147648e-05,0.08745164424180984,0.0001664053852437064,0.0005210679373703897,0.0874529480934143,8,8,1,True,0.006363167427480221,0.08108978066593409,13,-55,0.006125450599938631,57,57,1,True,0.0054766093380749226,0.0006488412618637085,13,-6,intersection,0.016817698255181313,22,22,1,True,0.00600994098931551,0.010807757265865803,13,-41,intersection,0.0032181120477616787,105,105,1,False,0.005427295342087746,-0.002209183294326067,13,42,missed
0,2,74,26111,494,15808,15839,False,0.017261594533920288,0.017261594533920288,0.0025695504155009985,0.0009671300067566335,0.06545663625001907,5.306609091348946e-05,0.06545663625001907,3,3,2,True,0.0032954257912933826,0.06216121045872569,10,-60,0.14295950531959534,3,3,2,True,0.003590646665543318,0.13936885865405202,10,-60,intersection,0.002550008473917842,85,85,0,False,0.005222731735557318,-0.002672723261639476,8,22,missed,0.002962216269224882,76,76,0,False,0.004292006138712168,-0.0013297898694872856,8,13,missed
0,4,75,30463,607,19424,19455,False,0.016673855483531952,0.016673855483531952,0.04820730909705162,0.000600192288402468,0.00023934533237479627,0.017648575827479362,0.04820730909705162,6,6,0,True,0.0021232254803180695,0.04608408361673355,16,-57,0.0009502090397290885,107,107,0,False,0.002025482477620244,-0.0010752734378911555,16,44,missed,0.0038387891836464405,50,50,0,True,0.0029157286044210196,0.000923060579225421,16,-13,intersection,0.0003804615407716483,195,195,3,False,0.0035187178291380405,-0.0031382562883663923,19,132,missed
0,3,74,29695,654,20928,20959,False,0.014565094374120235,0.014565309509634972,4.423535574460402e-05,0.05762142688035965,0.0002335018798476085,0.00036121593439020216,0.057622283697128296,11,11,1,True,0.006363167427480221,0.051259116269648075,13,-52,0.006743057630956173,50,50,1,True,0.0054766093380749226,0.0012664482928812504,13,-13,intersection,0.02227552980184555,15,15,1,True,0.00600994098931551,0.01626558881253004,13,-48,intersection,0.0031093573197722435,110,110,1,False,0.005427295342087746,-0.002317938022315502,13,47,missed
0,3,74,29695,656,20992,21023,False,0.01453080028295517,0.014531015418469906,8.536286622984335e-05,0.057484183460474014,0.00023550839978270233,0.0003181476495228708,0.05748504027724266,12,12,1,True,0.006363167427480221,0.05112187284976244,13,-51,0.005906049162149429,59,59,1,True,0.0054766093380749226,0.00042943982407450676,13,-4,intersection,0.012724978849291801,31,31,1,True,0.00600994098931551,0.006715037859976292,13,-32,intersection,0.002126771956682205,151,151,1,False,0.005427295342087746,-0.0033005233854055405,13,88,missed
0,2,77,26111,563,18016,18047,False,0.014328505843877792,0.014328505843877792,0.003188320202752948,0.05410786345601082,8.517943570041098e-06,9.32072816794971e-06,0.05410786345601082,2,2,1,True,0.004552478436380625,0.049555385019630194,9,-61,0.3929326832294464,2,2,1,True,0.004783636890351772,0.38814904633909464,9,-61,intersection,0.0031177224591374397,88,88,0,False,0.005099190864712,-0.00198146840557456,8,25,missed,0.0022419397719204426,115,115,0,False,0.005460219457745552,-0.0032182796858251095,8,52,missed
0,6,72,31999,947,30304,30335,False,0.013512829318642616,0.013512860052287579,0.05119485408067703,0.0005279399338178337,0.0015828475588932633,0.0007456763996742666,0.05119485408067703,4,4,0,True,0.00452661607414484,0.04666823800653219,24,-59,0.007222859654575586,29,29,0,True,0.004411646164953709,0.0028112134896218777,24,-34,intersection,0.002645445754751563,145,145,2,False,0.004540254827588797,-0.0018948090728372335,26,82,missed,0.004020464140921831,78,78,0,False,0.004695079289376736,-0.0006746151484549046,24,15,missed
0,3,71,28159,739,23648,23679,False,0.01335182599723339,0.013352437876164913,0.0003139259642921388,0.049970947206020355,0.001230560359545052,0.001891869818791747,0.049973271787166595,5,5,1,True,0.008172820322215557,0.04180045146495104,13,-58,0.012449315749108791,29,29,1,True,0.00700569711625576,0.005443618632853031,13,-34,intersection,0.02067236788570881,16,16,1,True,0.007204725872725248,0.01346764201298356,13,-47,intersection,0.002798978006467223,151,151,2,False,0.005994565784931183,-0.0031955877784639597,14,88,missed
0,3,66,26367,486,15552,15583,False,0.012359817512333393,0.012359818443655968,0.006113742012530565,0.0017854775069281459,0.0005699532921425998,0.0409700982272625,0.0409700982272625,4,4,3,True,0.002920691855251789,0.03804940637201071,15,-59,0.017275627702474594,15,15,3,True,0.004318036139011383,0.012957591563463211,15,-48,intersection,0.015019604936242104,22,22,3,True,0.003958508837968111,0.011061096098273993,15,-41,intersection,0.0024331016466021538,73,73,1,False,0.002912146970629692,-0.0004790453240275383,13,10,missed
0,4,75,26111,469,15008,15039,False,0.011800949461758137,0.011800949461758137,0.02505766972899437,0.020706184208393097,9.420148927574701e-08,0.0014398510102182627,0.02505766972899437,4,4,0,True,0.0005286938976496458,0.024528975831344724,16,-59,0.002090460853651166,40,40,1,True,0.0007173634949140251,0.001373097358737141,17,-23,intersection,0.01121161226183176,11,11,3,True,0.0007450708653777838,0.010466541396453977,19,-52,intersection,0.0003491003008093685,76,76,3,False,0.0004798232694156468,-0.0001307229686062783,19,13,missed
0,7,65,27135,741,23712,23743,False,0.010635597631335258,0.010635597631335258,0.0040976679883897305,0.00029478190117515624,0.00264379708096385,0.03550614416599274,0.03550614416599274,6,6,3,True,0.0038069223519414663,0.03169922181405127,31,-57,0.005214404314756393,47,47,0,True,0.003464190289378166,0.0017502140253782272,28,-16,intersection,0.007159249857068062,39,39,2,True,0.0034539636690169573,0.0037052861880511045,30,-24,intersection,0.0028617442585527897,70,70,3,False,0.003450724296271801,-0.0005889800377190113,31,7,missed
0,3,69,29695,756,24192,24223,False,0.009879707358777523,0.009879796765744686,1.3514378224499524e-05,0.036976080387830734,0.0009977390291169286,0.0015314918709918857,0.03697643429040909,7,7,1,True,0.006822994910180569,0.03015343938022852,13,-56,0.004933154676109552,68,68,2,False,0.005415873136371374,-0.00048271846026182175,14,5,missed,0.0038106271531432867,105,105,2,False,0.0073359510861337185,-0.003525323932990432,14,42,missed,0.004757706541568041,79,79,2,False,0.006341639906167984,-0.0015839333645999432,14,16,missed
0,3,77,24831,642,20544,20575,False,0.009772918187081814,0.009772935882210732,0.0011563353473320603,0.00745138106867671,0.0025705720763653517,0.02791338413953781,0.027913449332118034,6,6,3,True,0.0035947130527347326,0.024318736279383302,15,-57,0.049214426428079605,4,4,3,True,0.0034308501053601503,0.045783576322719455,15,-59,intersection,0.012391149997711182,16,16,3,True,0.004171940963715315,0.008219209033995867,15,-47,intersection,0.003279777243733406,86,86,1,False,0.004199496936053038,-0.0009197196923196316,13,23,missed
0,3,74,29695,689,22048,22079,False,0.009751961566507816,0.009752105921506882,3.069972444791347e-05,0.038558363914489746,9.448370838072151e-05,0.0003242965030949563,0.03855893760919571,14,14,1,True,0.006363167427480221,0.03219577018171549,13,-49,0.0028983675874769688,131,131,1,False,0.0054766093380749226,-0.002578241750597954,13,68,missed,0.0128958560526371,29,29,1,True,0.00600994098931551,0.00688591506332159,13,-34,intersection,0.0019420062890276313,164,164,1,False,0.005427295342087746,-0.0034852890530601144,13,101,missed
0,6,69,28927,851,27232,27263,False,0.009622955694794655,0.00962303951382637,0.0342431515455246,0.002336498349905014,0.0002473664644639939,0.0016648063901811838,0.0342431515455246,5,5,0,True,0.004856395069509745,0.029386756476014853,24,-58,0.011242056265473366,24,24,0,True,0.005408057942986488,0.0058339983224868774,24,-39,intersection,0.0036942544393241405,97,97,0,False,0.004739072173833847,-0.0010448177345097065,24,34,missed,0.0020709563978016376,179,179,0,False,0.005056147929280996,-0.0029851915314793587,24,116,missed
