[transformers] Token indices sequence length is longer than the specified maximum sequence length for this model (2518423 > 131072). Running this sequence through the model will result in indexing errors
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights: 100%|██████████| 399/399 [00:00<00:00, 9829.82it/s]
FP8_CALIBRATION 1/16
FP8_CALIBRATION 2/16
FP8_CALIBRATION 3/16
FP8_CALIBRATION 4/16
FP8_CALIBRATION 5/16
FP8_CALIBRATION 6/16
FP8_CALIBRATION 7/16
FP8_CALIBRATION 8/16
FP8_CALIBRATION 9/16
FP8_CALIBRATION 10/16
FP8_CALIBRATION 11/16
FP8_CALIBRATION 12/16
FP8_CALIBRATION 13/16
FP8_CALIBRATION 14/16
FP8_CALIBRATION 15/16
FP8_CALIBRATION 16/16
PPL 1/146 5.707538
PPL 2/146 7.053003
PPL 3/146 7.981644
PPL 4/146 8.032626
PPL 5/146 7.695863
PPL 6/146 6.996354
PPL 7/146 6.345971
PPL 8/146 6.294315
PPL 9/146 6.388445
PPL 10/146 6.546385
PPL 11/146 6.613889
PPL 12/146 6.694127
PPL 13/146 6.751618
PPL 14/146 6.875857
PPL 15/146 6.953326
PPL 16/146 7.059096
PPL 17/146 7.213820
PPL 18/146 7.284725
PPL 19/146 7.273011
PPL 20/146 7.184907
PPL 21/146 7.176343
PPL 22/146 7.234641
PPL 23/146 7.233896
PPL 24/146 7.265234
PPL 25/146 7.296642
PPL 26/146 7.334762
PPL 27/146 7.400977
PPL 28/146 7.527353
PPL 29/146 7.578417
PPL 30/146 7.513780
PPL 31/146 7.449655
PPL 32/146 7.361484
PPL 33/146 7.236663
PPL 34/146 7.224046
PPL 35/146 7.184411
PPL 36/146 7.176377
PPL 37/146 7.098988
PPL 38/146 6.993805
PPL 39/146 6.923084
PPL 40/146 6.818770
PPL 41/146 6.760506
PPL 42/146 6.761813
PPL 43/146 6.828841
PPL 44/146 6.932482
PPL 45/146 7.007057
PPL 46/146 7.038074
PPL 47/146 7.066785
PPL 48/146 7.118670
PPL 49/146 7.173281
PPL 50/146 7.162026
PPL 51/146 7.193261
PPL 52/146 7.180832
PPL 53/146 7.157908
PPL 54/146 7.128982
PPL 55/146 7.079320
PPL 56/146 7.052221
PPL 57/146 7.003080
PPL 58/146 6.947220
PPL 59/146 6.929834
PPL 60/146 6.911881
PPL 61/146 6.919738
PPL 62/146 6.949887
PPL 63/146 6.989291
PPL 64/146 7.050793
PPL 65/146 7.032778
PPL 66/146 7.007937
PPL 67/146 7.017824
PPL 68/146 7.006226
PPL 69/146 6.994851
PPL 70/146 6.987226
PPL 71/146 6.959569
PPL 72/146 6.951323
PPL 73/146 6.975228
PPL 74/146 7.010772
PPL 75/146 7.011357
PPL 76/146 7.005180
PPL 77/146 7.010801
PPL 78/146 7.014281
PPL 79/146 7.009348
PPL 80/146 7.027885
PPL 81/146 7.038184
PPL 82/146 7.048915
PPL 83/146 7.021756
PPL 84/146 7.005473
PPL 85/146 6.997092
PPL 86/146 6.990370
PPL 87/146 6.979093
PPL 88/146 6.965173
PPL 89/146 6.978060
PPL 90/146 6.987914
PPL 91/146 6.997665
PPL 92/146 7.064337
PPL 93/146 7.124890
PPL 94/146 7.158103
PPL 95/146 7.196321
PPL 96/146 7.235480
PPL 97/146 7.256116
PPL 98/146 7.288686
PPL 99/146 7.290098
PPL 100/146 7.307135
PPL 101/146 7.291072
PPL 102/146 7.279523
PPL 103/146 7.293195
PPL 104/146 7.284349
PPL 105/146 7.295626
PPL 106/146 7.293702
PPL 107/146 7.302407
PPL 108/146 7.310284
PPL 109/146 7.304051
PPL 110/146 7.307220
PPL 111/146 7.302591
PPL 112/146 7.288699
PPL 113/146 7.274324
PPL 114/146 7.264373
PPL 115/146 7.277536
PPL 116/146 7.287448
PPL 117/146 7.304099
PPL 118/146 7.308209
PPL 119/146 7.307320
PPL 120/146 7.304863
PPL 121/146 7.320039
PPL 122/146 7.310292
PPL 123/146 7.295409
PPL 124/146 7.280693
PPL 125/146 7.282535
PPL 126/146 7.292116
PPL 127/146 7.293345
PPL 128/146 7.295093
PPL 129/146 7.289340
PPL 130/146 7.285695
PPL 131/146 7.276248
PPL 132/146 7.279381
PPL 133/146 7.274092
PPL 134/146 7.271567
PPL 135/146 7.289029
PPL 136/146 7.291603
PPL 137/146 7.273999
PPL 138/146 7.253868
PPL 139/146 7.235434
PPL 140/146 7.249092
PPL 141/146 7.272761
PPL 142/146 7.275515
PPL 143/146 7.277793
PPL 144/146 7.283490
PPL 145/146 7.290708
PPL 146/146 7.294730
ARM_COMPLETE 96 fp8 7.294730149127339
