experiment,prefill,batch,unit,dense,als_full,basis_joint,als_speedup,joint_speedup,routing_speedup
A,65536,8,seconds,49.778133321000496,46.22574534999876,47.71402869099984,1.0768486899260312,1.0432599109031009,0.9688082649520263
A,130048,8,seconds,109.6443843349989,113.07287580699995,114.73952427699987,0.9696789221328994,0.9555938550895464,0.9854745042695456
B,65536,8,ms_per_step,19.2188720703125,18.591672897338867,16.60042381286621,1.0337354888092618,1.1577338197484364,1.1199517016504923
B,130048,8,ms_per_step,30.747800827026367,29.0459041595459,17.48013687133789,1.0585933444568343,1.7590137338937781,1.6616519866713602
