[transformers] Token indices sequence length is longer than the specified maximum sequence length for this model (2518423 > 131072). Running this sequence through the model will result in indexing errors
Loading weights:   0%|          | 0/399 [00:00<?, ?it/s]Loading weights: 100%|██████████| 399/399 [00:00<00:00, 9618.08it/s]
FP8_CALIBRATION 1/16
FP8_CALIBRATION 2/16
FP8_CALIBRATION 3/16
FP8_CALIBRATION 4/16
FP8_CALIBRATION 5/16
FP8_CALIBRATION 6/16
FP8_CALIBRATION 7/16
FP8_CALIBRATION 8/16
FP8_CALIBRATION 9/16
FP8_CALIBRATION 10/16
FP8_CALIBRATION 11/16
FP8_CALIBRATION 12/16
FP8_CALIBRATION 13/16
FP8_CALIBRATION 14/16
FP8_CALIBRATION 15/16
FP8_CALIBRATION 16/16
PPL 1/146 6.988945
PPL 2/146 8.255423
PPL 3/146 9.305373
PPL 4/146 9.226325
PPL 5/146 14.693263
PPL 6/146 12.245909
PPL 7/146 10.454716
PPL 8/146 9.888009
PPL 9/146 9.662624
PPL 10/146 9.595350
PPL 11/146 9.433850
PPL 12/146 9.335980
PPL 13/146 9.241824
PPL 14/146 9.263732
PPL 15/146 9.244513
PPL 16/146 9.284512
PPL 17/146 9.393042
PPL 18/146 9.392607
PPL 19/146 9.295005
PPL 20/146 9.107119
PPL 21/146 9.034427
PPL 22/146 9.051833
PPL 23/146 8.992978
PPL 24/146 8.971802
PPL 25/146 8.968197
PPL 26/146 8.969699
PPL 27/146 9.015750
PPL 28/146 9.138996
PPL 29/146 9.169848
PPL 30/146 9.064022
PPL 31/146 8.958657
PPL 32/146 8.834249
PPL 33/146 8.672426
PPL 34/146 8.643535
PPL 35/146 9.166774
PPL 36/146 9.127262
PPL 37/146 8.990362
PPL 38/146 8.821301
PPL 39/146 8.700897
PPL 40/146 8.534554
PPL 41/146 8.427024
PPL 42/146 8.399639
PPL 43/146 8.456558
PPL 44/146 8.556884
PPL 45/146 8.629916
PPL 46/146 8.655673
PPL 47/146 8.674107
PPL 48/146 8.714539
PPL 49/146 8.751606
PPL 50/146 8.717252
PPL 51/146 8.739604
PPL 52/146 8.703954
PPL 53/146 8.662110
PPL 54/146 8.607895
PPL 55/146 8.536982
PPL 56/146 8.490479
PPL 57/146 8.417611
PPL 58/146 8.334474
PPL 59/146 8.300750
PPL 60/146 8.270389
PPL 61/146 8.274637
PPL 62/146 8.298000
PPL 63/146 8.333411
PPL 64/146 8.392438
PPL 65/146 8.359585
PPL 66/146 8.319494
PPL 67/146 8.319635
PPL 68/146 8.299865
PPL 69/146 8.275003
PPL 70/146 8.256519
PPL 71/146 8.222367
PPL 72/146 8.216523
PPL 73/146 8.235394
PPL 74/146 8.269020
PPL 75/146 8.261438
PPL 76/146 8.243575
PPL 77/146 8.242384
PPL 78/146 8.235177
PPL 79/146 8.225018
PPL 80/146 8.236339
PPL 81/146 8.243244
PPL 82/146 8.248886
PPL 83/146 8.211560
PPL 84/146 8.186472
PPL 85/146 8.173819
PPL 86/146 8.157447
PPL 87/146 8.138161
PPL 88/146 8.116773
PPL 89/146 8.126317
PPL 90/146 8.131290
PPL 91/146 8.139538
PPL 92/146 8.209543
PPL 93/146 8.275212
PPL 94/146 8.308062
PPL 95/146 8.345266
PPL 96/146 8.385386
PPL 97/146 8.401436
PPL 98/146 8.432387
PPL 99/146 8.429791
PPL 100/146 8.445062
PPL 101/146 8.428800
PPL 102/146 8.415684
PPL 103/146 8.429659
PPL 104/146 8.420423
PPL 105/146 8.431825
PPL 106/146 8.429721
PPL 107/146 8.436068
PPL 108/146 8.439603
PPL 109/146 8.427729
PPL 110/146 8.426938
PPL 111/146 8.416741
PPL 112/146 8.396983
PPL 113/146 8.377169
PPL 114/146 8.360013
PPL 115/146 8.371049
PPL 116/146 8.379016
PPL 117/146 8.395079
PPL 118/146 8.394762
PPL 119/146 8.388566
PPL 120/146 8.382312
PPL 121/146 8.396447
PPL 122/146 8.379698
PPL 123/146 8.360012
PPL 124/146 8.341822
PPL 125/146 8.341009
PPL 126/146 8.349392
PPL 127/146 8.346706
PPL 128/146 8.344186
PPL 129/146 8.334434
PPL 130/146 8.327516
PPL 131/146 8.314947
PPL 132/146 8.314167
PPL 133/146 8.305862
PPL 134/146 8.300696
PPL 135/146 8.318013
PPL 136/146 8.318032
PPL 137/146 8.294584
PPL 138/146 8.267297
PPL 139/146 8.243515
PPL 140/146 8.257189
PPL 141/146 8.279744
PPL 142/146 8.280757
PPL 143/146 8.283423
PPL 144/146 8.287819
PPL 145/146 8.295958
PPL 146/146 8.300389
ARM_COMPLETE 64 kv4_fp8 8.300388784748685
