layer,method,base_rank,residual_rank,route_scan_width,additional_routing_state,attention_mass_recall,nonsink_mass_recall,page_recall,routed_page_recall,page_kl,attention_rel_mse,post_wo_rel_mse
25,r32_only,0,32,32,32,0.9731962090590969,0.8519601653097197,0.8247032165527344,0.8160820595221594,0.10954701485752594,0.005548784400740098,0.005840057882601171
25,exact_k,128,0,128,128,0.974703986896202,0.8589307360816747,1.0,1.0,0.0,0.004655510443176677,0.004944489984025383
26,r16_only,0,16,16,16,0.9563244410092011,0.83369329595007,0.6952095031738281,0.6802198014920577,0.44884167064446956,0.008425100644544188,0.006222518419082508
26,r20_only,0,20,20,20,0.9583360238466412,0.8397744399262592,0.7300491333007812,0.7167728546774015,0.3314919864933472,0.006791616039943537,0.005032374196607242
26,b4r16,4,16,20,16,0.9604217208689079,0.8468382946448401,0.7947616577148438,0.7846679642098024,0.20084129224414937,0.005868035236573331,0.0043359754180827825
26,b16_only,16,0,16,0,0.9381546375807375,0.7508728466345929,0.6171760559082031,0.5983486436889507,1.2299268862698227,0.023000533582797935,0.016411495781309297
26,b16r16,16,16,32,16,0.9607764221727848,0.8479825932299718,0.8048553466796875,0.7952580638229847,0.18404272914631292,0.005633494132710823,0.004164234052797526
26,r32_only,0,32,32,32,0.9613541074795648,0.8495619259774685,0.8046722412109375,0.7950659525813535,0.15165309954318218,0.005323950837459176,0.003923255952087812
26,exact_k,128,0,128,128,0.9636878018500283,0.8572770449100062,1.0,1.0,0.0,0.004414873498558648,0.0032227932774900976
27,r16_only,0,16,16,16,0.9515511294594035,0.8121611803071573,0.7031898498535156,0.6885926248505712,0.3646669950976502,0.012941849671958907,0.012274509169630942
27,r20_only,0,20,20,20,0.9536911556497216,0.8189294838812202,0.7415809631347656,0.7288718256168067,0.2684317215462215,0.010933246034806348,0.010513190675195008
27,b4r16,4,16,20,16,0.956294905510731,0.8268351233564317,0.8111915588378906,0.8019058941863477,0.15955599953304045,0.00903103446746862,0.008859052099635478
27,b16_only,16,0,16,0,0.9341660931240767,0.7193660646444187,0.6458396911621094,0.6284219659864902,1.1809408071567304,0.02507578016399873,0.0227664415966102
27,b16r16,16,16,32,16,0.9566914591705427,0.8280340066412464,0.8206825256347656,0.8118636301951483,0.14425779893645085,0.008671587138549222,0.008582511364821866
27,r32_only,0,32,32,32,0.957138859317638,0.8291323395678774,0.8129844665527344,0.8037869774270803,0.1251699462882243,0.008370924769359219,0.008363822001300347
27,exact_k,128,0,128,128,0.9595580179011449,0.8370976086007431,1.0,1.0,0.0,0.007031870290096692,0.007096706417409957
28,r16_only,0,16,16,16,0.951487893704325,0.8497699454892427,0.7145881652832031,0.7005515116034076,0.44430476290290244,0.007492830399373889,0.005716713017473991
28,r20_only,0,20,20,20,0.9537762800464407,0.8559797458583489,0.7481193542480469,0.7357317769201472,0.334767197171459,0.00656231952563163,0.004955394930231103
28,b4r16,4,16,20,16,0.9571295462083071,0.8649952500127256,0.8281059265136719,0.8196521161589772,0.17163172810978722,0.005543021726646187,0.00416673137990215
28,b16_only,16,0,16,0,0.9398357030004263,0.7902267369790934,0.7138519287109375,0.6997790667228401,1.0378062423405936,0.010259223838600043,0.007899704376467684
28,b16r16,16,16,32,16,0.9572992232860997,0.8655854885000736,0.8349876403808594,0.8268722753273323,0.1594711514917435,0.0054828292616046605,0.0041054060308884895
28,r32_only,0,32,32,32,0.9572139671072364,0.8651031656190753,0.8121490478515625,0.8029104707529768,0.16848521269275807,0.005517388157353673,0.004139963914554879
28,exact_k,128,0,128,128,0.9600125693250448,0.8730079449014738,1.0,1.0,0.0,0.00476045823864451,0.003525225187993818
29,r16_only,0,16,16,16,0.9629654991440475,0.8411518312059343,0.73638916015625,0.7234246868174523,0.3304856682661921,0.0073207211500594845,0.004169815304533401
29,r20_only,0,20,20,20,0.9645414350088686,0.8464117080438882,0.7702827453613281,0.7589851694647223,0.2402737796655856,0.00648788344440136,0.0036577913196635765
29,b4r16,4,16,20,16,0.9662780514918268,0.8524207473965362,0.8318023681640625,0.8235303502297029,0.1579852258291794,0.005683723769208929,0.0031730055011059063
29,b16_only,16,0,16,0,0.9472873951308429,0.745948668802157,0.6904220581054688,0.675196907541249,1.363555935851764,0.013861540694717395,0.008349143751374336
29,b16r16,16,16,32,16,0.9664975281339139,0.8531221145531163,0.8384666442871094,0.8305223780917004,0.14601894994848408,0.005570173830147241,0.003120470798879182
29,r32_only,0,32,32,32,0.9668553654337302,0.8538603539345786,0.8335456848144531,0.82535940350499,0.11445238650776446,0.005451838207560488,0.003031512627649409
29,exact_k,128,0,128,128,0.9686571208294481,0.8599846856668591,1.0,1.0,0.0,0.004716628682996317,0.0025873520779047467
30,r16_only,0,16,16,16,0.9275301356101409,0.8299702710937709,0.6730194091796875,0.6569383897585794,0.5232546449988149,0.009031119103781036,0.005715962615969179
30,r20_only,0,20,20,20,0.9313392861513421,0.8379482440650463,0.7082328796386719,0.6938836707849987,0.4017184744006954,0.007662011039754207,0.004861088756390361
30,b4r16,4,16,20,16,0.9360471034888178,0.8480899592395872,0.7933616638183594,0.7831991192651913,0.20791234908392653,0.006359350718554226,0.0040192399915796664
30,b16_only,16,0,16,0,0.9110413353191689,0.7864587445510551,0.6323013305664062,0.6142177818692289,0.8556415437196847,0.02044460006101073,0.013948852051847888
30,b16r16,16,16,32,16,0.9363518091849983,0.8486495738616213,0.7995071411132812,0.7896468327380717,0.19673014593718108,0.0062623991323600215,0.003943813891008865
30,r32_only,0,32,32,32,0.9366697135847062,0.8492431037593633,0.7806739807128906,0.76988745178096,0.20741772979090456,0.006264769434365122,0.003966347518747456
30,exact_k,128,0,128,128,0.9414019209798425,0.859600872034207,1.0,1.0,0.0,0.005144194579097544,0.0032304315471776658
31,r16_only,0,16,16,16,0.9458497386658564,0.8625297120306641,0.7158966064453125,0.7019243041286245,0.48490613140165806,0.002432347104404995,0.0012244239589549268
31,r20_only,0,20,20,20,0.9477045093663037,0.8669637436978519,0.74713134765625,0.734695179387927,0.37544964175322093,0.0022242983935136,0.0011220388139704944
31,b4r16,4,16,20,16,0.9511016021715477,0.8749689575051889,0.8497428894042969,0.8423531909938902,0.13140789763565408,0.0019200147354575853,0.0009955345865296846
31,b16_only,16,0,16,0,0.9438075196230784,0.8567364106420428,0.7761001586914062,0.765088684624061,0.3456114554719534,0.0030981993483113223,0.0019464234376875608
31,b16r16,16,16,32,16,0.9513265842106193,0.8755675334250554,0.8601303100585938,0.8532514707185328,0.11271287780255079,0.0018919363276433275,0.0009747326640559173
31,r32_only,0,32,32,32,0.9505076792556792,0.873455636203289,0.8122596740722656,0.8030265404377133,0.19776894547976553,0.001988411268714246,0.0010010857447771177
31,exact_k,128,0,128,128,0.9533595128450543,0.880314901471138,1.0,1.0,0.0,0.001748662818780119,0.000873633834324111
