layer,base_rank,centered_explained_fraction,predictable_energy_captured_fraction,attention_mass_recall,nonsink_mass_recall,page_recall,routed_page_recall,page_kl,attention_rel_mse,post_wo_rel_mse
21,4,0.14044523419450775,0.38273700514440484,0.9440750974463299,0.794865905365441,0.6451797485351562,0.6277295669424348,0.9445043250161689,0.006770891226244198,0.008950778938605049
22,4,0.13245859896784942,0.4141312829173216,0.9504520229529589,0.7683890874614008,0.6280097961425781,0.609715191880241,1.0101099026505835,0.01809551754411373,0.024272412808899312
23,4,0.11902654317169022,0.4781566544163286,0.9572920632781461,0.7683771948213689,0.6410751342773438,0.623423085489776,0.9897866362298373,0.015003890115155962,0.017862264801716838
24,4,0.1218077395258051,0.45492880428714855,0.9537848582258448,0.7337964214384556,0.6376266479492188,0.6198050018865615,1.0820913410861976,0.019855357214336598,0.02124838085761278
25,4,0.12297106940011485,0.4776351514789196,0.9563115579076111,0.7286028662929311,0.6569938659667969,0.640124706493225,1.4257000310171861,0.018060439413700644,0.01894988078097355
26,4,0.12546713274490578,0.49101651727616624,0.9372853962704539,0.7480873424210586,0.6036911010742188,0.584200493816752,1.2640924410370644,0.018319785747688073,0.014153942327767115
27,4,0.1322160245953779,0.470053610795336,0.9330670038470998,0.7162519931443967,0.6313705444335938,0.6132412203005515,1.2051139381655958,0.02980084204837283,0.025917220060013395
28,4,0.12358450009152655,0.4645946759304836,0.938994770636782,0.788209660386201,0.7032203674316406,0.6886246426729485,1.0633429356093984,0.011123580477497499,0.008522377140868157
29,4,0.12041228742855488,0.49985146810350406,0.9461082021007314,0.7425528970197774,0.6765289306640625,0.6606205135467462,1.3900142150523607,0.016049060840448794,0.00983258234902587
30,4,0.11946483342591796,0.5067596213795843,0.909538219566457,0.7838954861508682,0.621917724609375,0.6033235090435483,0.8888637518684845,0.02144420244501533,0.014782121966650383
31,4,0.18548887223733704,0.4532694703231279,0.942938115214929,0.8548228743020445,0.7604408264160156,0.7486592225031927,0.38299239573825616,0.003234151555931977,0.0020279256619163935
0,8,0.6494913280555435,0.8899814162544776,0.6393001558608375,0.6391574669396505,0.913299560546875,0.9090355987427756,0.029638937453455583,0.0243356369999289,0.0065004292534431305
1,8,0.4815105868679314,0.6328909849935265,0.807752784632612,0.6993322931230068,0.8653907775878906,0.8542148640319223,2.231257764273323,0.29314338469089196,0.2240539522341344
2,8,0.23835470964515004,0.5025311513410128,0.9625897565856576,0.7933554757619277,0.7968482971191406,0.7868572275619954,0.38042122157639824,0.06555818822056318,0.03041378041899687
3,8,0.28773507483306565,0.5744566971723077,0.9579301908379421,0.8342862905701622,0.8388900756835938,0.8309666309505701,0.11995475440926384,0.012915092215204862,0.014876441263053104
4,8,0.31141802407619157,0.563293680191138,0.9572106084087864,0.8538032226497307,0.82305908203125,0.8143570647807792,0.14598454388033133,0.01978614483187637,0.011608184259945356
5,8,0.2846020301677282,0.5337583497469529,0.9573347788536921,0.8621532334946096,0.7918777465820312,0.7816422204487026,0.2891113392688567,0.018422637760912592,0.018215914115771618
